key,status,value,used_exact,dynamic_risk,builtin_risk,runtime_value_seen,exact_files,runtime_pages,notes
products.reviews.country_names.de,used_exact,Germany,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.dk,used_exact,Denmark,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.es,used_exact,Spain,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.fi,used_exact,Finland,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.fr,used_exact,France,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.gr,used_exact,Greece,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.ie,used_exact,Ireland,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.it,used_exact,Italy,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.nl,used_exact,Netherlands,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.no,used_exact,Norway,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.pl,used_exact,Poland,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.pt,used_exact,Portugal,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.se,used_exact,Sweden,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.uk,used_exact,United Kingdom,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.us,used_exact,United States,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.error_loading_reviews,used_exact,Failed to load reviews. Please try again later.,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.filter_by_country,used_exact,Filter reviews by country,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.loading_reviews,used_exact,Loading reviews...,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.no_reviews_available,used_exact,No reviews available.,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.show_reviews_from,used_exact,Show reviews from:,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
sections.cart.cart,used_exact,Cart,True,False,False,True,snippets/_script-variables.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.cart_error,used_exact,There was an error while updating your cart. Please try again.,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
sections.cart.cart_quantity_error_html,used_exact,You can only add {{ quantity }} of this item to your cart.,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
sections.cart.checkout,used_exact,Checkout,True,False,False,True,snippets/cart--main.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.checkout_button_usp_text,used_exact,365 days returns & 10 years warranty,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.checkout_securely,used_exact,Checkout Securely,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.empty,used_exact,Your cart is empty,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.headings.price,runtime_value_seen,Price,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
sections.cart.headings.product,runtime_value_seen,Product,False,False,False,True,,https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/pages/diventare-partner; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
sections.cart.headings.quantity,runtime_value_seen,Quantity,False,False,False,True,,https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
sections.cart.headings.total,runtime_value_seen,Total,False,False,False,True,,https://voldt.it/cart,Translated value found in fetched storefront HTML
sections.cart.login.paragraph_html,used_exact,"<a href=""{{ link }}"" class=""link underline pr-2"">Log in</a> to check out faster.",True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.login.title,used_exact,Have an account?,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.order_summary_label,used_exact,Order Summary,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.quantity_decrease,used_exact,minus,True,False,False,True,snippets/cart--items.liquid,https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.quantity_increase,used_exact,plus,True,False,False,True,snippets/cart--items.liquid,https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.shipping,used_exact,Shipping,True,False,False,True,snippets/cart--summary.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.shipping_text,used_exact,Calculated at checkout,True,False,False,False,snippets/cart--summary.liquid,,Exact key path found in source files
sections.cart.store_credit,used_exact,Store credit (if applied),True,False,False,False,snippets/cart--main.liquid; snippets/cart--summary.liquid,,Exact key path found in source files
sections.cart.store_credit_text_html,used_exact,"You have a <span class=""text-green"">{{ amount }}</span> store credit that you can use at checkout",True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.subtotal,used_exact,Subtotal,True,False,False,False,snippets/cart--summary.liquid,,Exact key path found in source files
sections.cart.total,used_exact,Total,True,False,False,True,snippets/cart--summary.liquid,https://voldt.it/cart,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.cart.trust_subtext_default,used_exact,Buyer protection available in the next steps,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.trust_title_default,used_exact,Order with confidence.,True,False,False,False,snippets/cart--main.liquid,,Exact key path found in source files
sections.cart.upsell_added,used_exact,Added!,True,False,False,False,snippets/cart--upsell.liquid,,Exact key path found in source files
sections.cart.upsell_error,used_exact,Error,True,False,False,True,snippets/cart--upsell.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
sections.collection_template.empty,used_exact,No products found,True,False,False,False,sections/collection--main.liquid; sections/search--collection-main.liquid,,Exact key path found in source files
sections.collection_template.shop_now,used_exact,Or shop all products,True,False,False,False,sections/collection--main.liquid; sections/search--collection-main.liquid,,Exact key path found in source files
